Date,Temperature,precipitation (mm),Wind Speed (m/s),Humidity (%),Pressure (hPa),Condition
2022-03-22,6.8,,1.2,51.8,1012.6,clear
2022-03-23,5.1,,1.2,64.1,1009.2,clouds
2022-03-24,6.5,,0.7,73.1,1011.1,clouds
2022-03-25,10.8,9.2,1.1,76,1006.8,rain
2022-03-26,11.2,26.1,1.9,88.3,993.7,rain
2022-03-27,8.1,,2.1,53.8,1006.8,clear
2022-03-28,7.2,,1,40.6,1016.7,clear
2022-03-29,8.9,,1.1,59,1015.5,clear
2022-03-30,9.7,0.4,0.6,83,1011.9,rain
2022-03-31,10.4,2.8,1.2,85.6,1014.7,rain
2022-04-01,8,,1.1,62.3,1019.6,clear
2022-04-02,7.6,,1.7,49.9,1018.2,clear
2022-04-03,8.9,,1.4,56.6,1018.7,clear
2022-04-04,9.7,,1.6,49.6,1018.6,clear
2022-04-05,9.9,,1.3,46.6,1013.4,clouds
2022-04-06,12.3,,1.7,46.6,1011.8,clouds
2022-04-07,11.5,,2.5,42,1008.8,clouds
2022-04-08,12.3,,1.3,48,1010.2,clear
2022-04-09,16.2,0.1,1.5,52.5,1006.4,rain
2022-04-10,17.2,,1.1,53.5,1007.5,clouds
2022-04-11,19.2,,1.2,60.1,1004.3,clouds
2022-04-12,20,,1.7,69.5,1001.9,clear
2022-04-13,10.3,10.7,1.9,86.8,1006.4,rain
2022-04-14,9.2,4.7,1.4,79.1,1010.1,rain
2022-04-15,11.9,,1.4,58.8,1008.7,clouds
2022-04-16,12.1,,1.5,52.3,1008.6,clear
2022-04-17,13.1,,1.5,50.9,1009.2,clouds
2022-04-18,14.7,,1.5,44.1,1009,clouds
2022-04-19,14.4,,1.4,48.6,1008.5,clear
2022-04-20,14.6,,1.3,52.3,1007.1,clear
2022-04-21,14.8,,1.3,57.1,1003.4,clouds
2022-04-22,15.4,,1.8,73.1,1001.9,clouds
2022-04-23,16.3,,0.9,59.3,1003.5,clouds
2022-04-24,18.2,,1.4,67,1002.5,clouds
2022-04-25,19.5,1.4,0.7,77.5,1002.1,rain
2022-04-26,19.7,9,1.7,73.8,994.4,rain
2022-04-27,17.2,,1.5,34.8,1005.5,clear
2022-04-28,16.4,,1.3,56.3,1007.2,clouds
2022-04-29,12,19.4,1.6,74.8,1008.1,rain
2022-04-30,12.5,,1.6,69.9,1008.6,clouds
2022-05-01,13,,2.1,57.1,1004.3,clouds
2022-05-02,12.9,,1.5,59.5,1004.8,clouds
2022-05-03,13.6,,1.4,56.5,1010.2,clear
2022-05-04,16.2,,1.3,54.6,1010.4,clear
2022-05-05,17.8,,1.2,57.3,1009.9,clear
2022-05-06,18.7,,1.1,67.1,1007.6,clouds
2022-05-07,18,,1.7,60.3,1008.1,clouds
2022-05-08,13.6,2.9,1.1,64.6,1010.6,rain
2022-05-09,16.8,,1,62.5,1009.4,clouds
2022-05-10,17.8,0.1,1.3,47.6,1007.6,rain
2022-05-11,19.4,0.1,1.4,49.1,1006.1,rain
2022-05-12,20.2,,1.1,57,1002.2,clouds
2022-05-13,17.7,,1,65.5,998.9,clouds
2022-05-14,14.6,,1.9,56.9,1003.4,clouds
2022-05-15,14.9,,1.5,46.4,1005.1,clear
2022-05-16,16.4,,1.7,48,1003,clear
2022-05-17,19.1,,1.5,52.6,1004.5,clear
2022-05-18,19.6,0.3,1.8,56.5,1007.3,rain
2022-05-19,19.5,,1.7,46.6,1008,clouds
2022-05-20,19.4,,1.2,57.8,1004.9,clouds
2022-05-21,20.4,,1.6,66.9,1000.7,clouds
2022-05-22,20.8,,1.5,69.9,999.1,clear
2022-05-23,21.9,,1.3,68.5,1003.2,clouds
2022-05-24,22.5,,1.2,56.6,1005,clouds
2022-05-25,20.9,3,1.5,64.3,999.8,rain
2022-05-26,18.6,1.1,2.3,59.4,995.6,rain
2022-05-27,19.9,,2.1,59.1,992.6,clouds
2022-05-28,21,,1.5,58,996.9,clear
2022-05-29,22,,1,58.6,996.5,clouds
2022-05-30,20.2,0.3,1.3,75.5,993.8,rain
2022-05-31,19.9,,1.3,50.9,999.1,clear
2022-06-01,21,,1.4,45.1,997.5,clear
2022-06-02,20.6,,1.5,64.6,998.8,clouds
2022-06-03,23.3,,1.1,65.3,1001,clouds
2022-06-04,23.5,,1,60.3,1001.3,clouds
2022-06-05,18.9,0.8,1,80.1,994.8,rain
2022-06-06,17.8,18.5,1.4,79.4,993.3,rain
2022-06-07,18.6,,1.2,67,999.1,clouds
2022-06-08,20.5,,1.1,63.6,1002.8,clouds
2022-06-09,20.4,0.2,0.7,78.1,1004.5,rain
2022-06-10,21.6,,0.8,74.3,1005.1,clouds
2022-06-11,22.4,0.1,1.1,70.6,1003.7,rain
2022-06-12,22.9,,1,65.3,1003.7,clouds
2022-06-13,23.8,,1.9,58,1000.8,clouds
2022-06-14,19.4,0.9,1.9,66.5,1000.5,rain
2022-06-15,16.5,21.9,0.7,98.4,997.9,rain
2022-06-16,20.2,3,1.5,79.4,999.3,rain
2022-06-17,21.7,,1,82.1,999.6,clouds
2022-06-18,24,,0.9,79,998.9,clouds
2022-06-19,23.5,,0.6,82.1,999.1,clouds
2022-06-20,24.8,,0.6,77.9,996,clouds
2022-06-21,26.6,,1.1,72.1,995,clear
2022-06-22,25.9,,1.4,70,998.6,clouds
2022-06-23,24.2,44.1,1.8,90.6,991.6,rain
2022-06-24,24.1,17.1,2.2,84.3,989.5,rain
2022-06-25,26.1,,1.3,79.6,995.8,clouds
2022-06-26,26.7,,1.5,81.1,1000,clouds
2022-06-27,27.7,0.8,2.3,77.5,998.8,rain
2022-06-28,28.7,0.1,3.8,68.8,994.6,rain
2022-06-29,26,36.5,2.6,89.4,996.4,rain
2022-06-30,22,95,1.1,99.6,1002.6,rain
2022-07-01,25.9,0.1,0.7,84.5,1005.9,rain
2022-07-02,27.8,,0.6,78,1004.1,clouds
2022-07-03,28.2,,0.9,75.9,1000,clouds
2022-07-04,28.2,,0.9,76.1,996.8,clouds
2022-07-05,27.5,8.8,0.7,84.3,996.8,rain
2022-07-06,28,,0.8,85.1,998.9,clouds
2022-07-07,28.8,0.6,1.7,80.9,997.1,rain
2022-07-08,26.7,1.6,1.3,82.1,994.3,rain
2022-07-09,26.9,0.4,1.2,81.1,994.1,rain
2022-07-10,28.4,0.1,0.8,78.3,996.2,rain
2022-07-11,24.8,19.9,1,87.9,997.8,rain
2022-07-12,25.8,,0.8,82.9,999.3,clouds
2022-07-13,23.8,141,1,95.1,994.6,rain
2022-07-14,25.1,1.1,1.4,89.8,991.5,rain
2022-07-15,25.8,,1.3,76.9,991.3,clouds
2022-07-16,23.4,19,0.8,92.8,990.4,rain
2022-07-17,24.7,0.1,0.7,82.8,992.2,rain
2022-07-18,24.1,0.2,0.7,87.6,991.2,rain
2022-07-19,25.8,,1.3,80,993.9,clouds
2022-07-20,26.6,0.7,0.9,78.5,997.7,rain
2022-07-21,22.6,15,1.2,94.9,993.4,rain
2022-07-22,23.6,23,0.6,93.9,997.3,rain
2022-07-23,23.8,28.5,0.7,93.1,996.6,rain
2022-07-24,24.2,2.2,0.5,94.9,994.2,rain
2022-07-25,26.8,,0.9,82,1000,clouds
2022-07-26,27.2,,0.5,83.8,1001,clouds
2022-07-27,26.2,,0.9,80.9,1001.5,clouds
2022-07-28,27,,1.3,79.8,1002.7,clouds
2022-07-29,29,,0.8,77.3,1003.7,clouds
2022-07-30,29,,1.4,77.5,1001.3,clouds
2022-07-31,26.1,16.6,0.9,94.5,998.3,rain
2022-08-01,27.7,21.8,1.3,86.3,997.8,rain
2022-08-02,27.2,6.3,1.7,90,1000.5,rain
2022-08-03,27.4,40.5,1.2,89,1001.8,rain
2022-08-04,28.9,0.7,1.1,78.8,1000.9,rain
2022-08-05,28.7,0.1,1.1,83.9,997.8,rain
2022-08-06,28.8,0.1,0.9,84.4,997.6,rain
2022-08-07,28.7,0.1,1.2,83.4,998.1,rain
2022-08-08,26.7,56.6,1.7,91.8,998.1,rain
2022-08-09,26.5,110.8,2.4,93.5,997.5,rain
2022-08-10,23.6,56.6,0.9,96.5,997.7,rain
2022-08-11,24.2,87,0.7,98.6,995.7,rain
2022-08-12,26.6,,0.8,81.9,997.7,clouds
2022-08-13,24.6,6.5,0.6,97.1,997.5,rain
2022-08-14,25.7,41.7,0.6,96.6,997.5,rain
2022-08-15,27.7,2.9,2.1,85.6,992.8,rain
2022-08-16,26.8,0.1,1.5,76.5,995,rain
2022-08-17,24.6,0.1,0.7,88.5,997.8,rain
2022-08-18,25,,0.7,79.8,999.2,clouds
2022-08-19,25,15.7,1.3,91,994.5,rain
2022-08-20,27.8,0.9,1.4,83.5,993.3,rain
2022-08-21,27.2,,0.7,81.9,996.5,clouds
2022-08-22,26.3,0.1,0.9,79.8,996.1,rain
2022-08-23,23.6,1.2,0.6,94,997.6,rain
2022-08-24,23.3,,1,79,999.8,clouds
2022-08-25,20.9,0.9,0.5,89.1,999.4,rain
2022-08-26,22.6,,1,79.3,998.8,clouds
2022-08-27,21.6,,1.3,63,1001.5,clouds
2022-08-28,20.5,,0.7,73.4,1006.4,clear
2022-08-29,18.9,2.8,0.6,94.9,1007.6,rain
2022-08-30,18.5,58.2,0.7,100,1002.9,rain
2022-08-31,20.5,2.2,0.5,95.1,1000.2,rain
2022-09-01,22.6,,0.6,81.6,1005,clouds
2022-09-02,22.8,,1.1,75.3,1007.8,clouds
2022-09-03,22.3,,1.2,75.5,1006.3,clouds
2022-09-04,21.8,9,0.8,94.4,1001.5,rain
2022-09-05,20.7,118,0.9,100,997.6,rain
2022-09-06,20.8,64.5,1.8,83.5,996.4,rain
2022-09-07,20.7,,0.7,76.6,1008.5,clouds
2022-09-08,20.4,,0.5,78.1,1009.6,clear
2022-09-09,21.4,,0.5,77.8,1009.2,clouds
2022-09-10,20.1,,0.6,76,1009.3,clouds
2022-09-11,22.3,,0.5,79.5,1006.6,clouds
2022-09-12,22.6,,0.5,87.9,1005.8,clouds
2022-09-13,23.1,0.1,0.7,84.8,1007.5,rain
2022-09-14,22.8,,1.4,66.1,1007.9,clouds
2022-09-15,23.4,,1,76.8,1003.4,clouds
2022-09-16,25.7,,1.4,75.1,999.8,clouds
2022-09-17,26,0.1,0.6,85.1,999.5,rain
2022-09-18,26.1,,1,81.4,995.1,clouds
2022-09-19,23.4,,1.9,67.3,993.3,clouds
2022-09-20,17.9,,0.8,69.3,1005.1,clouds
2022-09-21,16.7,,0.8,74.6,1008.9,clear
2022-09-22,16.9,,0.5,75.9,1007.1,clouds
2022-09-23,16.3,0.6,1.4,75,1004.5,rain
2022-09-24,16.4,,0.8,71.8,1008.3,clouds
2022-09-25,16.6,,0.5,77.1,1008.2,clouds
2022-09-26,17.2,,0.4,76.5,1008.5,clouds
2022-09-27,17.7,,0.4,76.9,1007.4,clear
2022-09-28,17.5,,0.4,84.9,1005.6,clouds
2022-09-29,17.6,,0.5,86.6,1006.5,clouds
2022-09-30,17,,0.4,88.8,1008,clouds
2022-10-01,17.4,,0.4,82.3,1009.6,clouds
2022-10-02,17,6.5,0.5,94.4,1008.5,rain
2022-10-03,21,23.4,1,97.6,1003.8,rain
2022-10-04,19.3,29.7,1.4,90.3,1003.7,rain
2022-10-05,16.4,0.2,0.7,77.8,1010.9,rain
2022-10-06,15.4,0.1,0.6,81.8,1010.4,rain
2022-10-07,14.4,,0.8,80.5,1011.2,clouds
2022-10-08,13.6,,0.9,77,1015.5,clear
2022-10-09,12.4,19.3,0.6,92.8,1009.5,rain
2022-10-10,9.6,4.3,2.1,82.1,1005,rain
2022-10-11,10.8,,1.1,71.4,1012.9,clear
2022-10-12,10.3,,0.5,89,1018.2,clouds
2022-10-13,13.2,,0.5,83,1016.4,clear
2022-10-14,14.6,,0.4,85.1,1011.7,clouds
2022-10-15,16.3,,0.4,79.5,1010.5,clouds
2022-10-16,16.4,,0.6,87.3,1009.6,clouds
2022-10-17,12.1,,1.6,51.3,1010.5,clear
2022-10-18,7.7,,0.8,65.4,1014,clear
2022-10-19,7.3,,0.6,72.9,1017.5,clear
2022-10-20,9.4,,0.6,74.6,1019.1,clear
2022-10-21,11.1,,0.6,77.3,1016,clouds
2022-10-22,13.3,,0.8,79.5,1012.3,clouds
2022-10-23,12.9,,0.8,68.9,1009.9,clouds
2022-10-24,9.6,,0.9,62.8,1012.6,clear
2022-10-25,9.3,,0.8,69.5,1019.5,clear
2022-10-26,9.7,,0.4,73.6,1019.1,clouds
2022-10-27,11.6,,0.7,80,1016.8,clear
2022-10-28,12,,0.4,81.8,1017.5,clouds
2022-10-29,11.9,,0.4,76.3,1017.7,clear
2022-10-30,12.1,,0.4,76.3,1016.8,clear
2022-10-31,12.6,,0.5,76.8,1015.6,clouds
2022-11-01,11,,0.5,84.6,1013.3,clouds
2022-11-02,8.7,,0.8,78.4,1012.3,clouds
2022-11-03,8,,0.6,71.1,1010.9,clouds
2022-11-04,4.6,,1.2,44.6,1014.2,clear
2022-11-05,4.2,,0.8,58.3,1016.6,clear
2022-11-06,6.5,,0.5,67,1016,clear
2022-11-07,8.4,,0.5,67.9,1014.7,clouds
2022-11-08,10.3,,0.6,72.6,1016,clouds
2022-11-09,8.7,,0.4,80,1016.7,clouds
2022-11-10,10.3,,0.4,83.8,1016.4,clouds
2022-11-11,12.2,,0.3,79.4,1016.7,clear
2022-11-12,14.4,25.1,0.8,84.9,1007.6,rain
2022-11-13,10.9,0.2,1.5,91.3,1006.8,rain
2022-11-14,9.2,,1.2,81,1009.3,clouds
2022-11-15,5,2.6,0.7,93,1008.7,rain
2022-11-16,6,,0.5,86.9,1011.9,clouds
2022-11-17,6.7,,0.5,84.3,1015.6,clouds
2022-11-18,7,,0.4,79.1,1017.7,clouds
2022-11-19,9,,0.4,77.8,1014.3,clouds
2022-11-20,11,,0.4,74,1011.5,clouds
2022-11-21,10.3,,0.4,79.9,1012.7,clouds
2022-11-22,8.9,0.2,0.3,84.1,1012.2,rain
2022-11-23,11.2,0.1,0.9,63.8,1008.8,rain
2022-11-24,6.8,,0.5,75.3,1012.5,clouds
2022-11-25,9.2,,1.1,70,1009.2,clear
2022-11-26,7.6,0.2,1.5,56.1,1009.4,rain
2022-11-27,3.1,,0.5,57.8,1012.4,clouds
2022-11-28,6.6,17.1,0.4,88.8,1006.8,rain
2022-11-29,8.3,2.2,1.6,61.3,1007.8,rain
2022-11-30,-3.9,,2.2,39.9,1022.3,clear
2022-12-01,-4.8,,1,47.6,1022.8,clouds
2022-12-02,-4,,0.7,59.3,1021.2,clear
2022-12-03,-0.1,,0.4,78.4,1016.8,clouds
2022-12-04,-2.1,,1.5,37.5,1022,clouds
2022-12-05,-2.8,,1.2,38.8,1020.3,clouds
2022-12-06,-2.6,2.1,0.6,80.8,1014.7,snow
2022-12-07,2.7,0.1,1.1,77.4,1014.4,snow
2022-12-08,1.3,,0.5,70.8,1017.1,clear
2022-12-09,0.7,,0.4,78.8,1014,clouds
2022-12-10,-0.4,,0.3,77.1,1011.8,clouds
2022-12-11,-0.2,,0.5,69,1014.3,clear
2022-12-12,0.7,1.3,0.8,80.5,1011.3,snow
2022-12-13,0.5,2.8,2.2,83.4,1009.1,snow
2022-12-14,-7.6,,1.7,53.8,1018.7,clear
2022-12-15,-6.2,2.8,0.5,87.5,1016.1,snow
2022-12-16,-6.1,,1,65.3,1021.1,clouds
2022-12-17,-7.1,0.2,1.2,59.1,1016.1,snow
2022-12-18,-9.6,,1.3,54.5,1014.1,clear
2022-12-19,-8.7,,0.7,73,1017.9,clouds
2022-12-20,-6.3,,0.3,74.4,1017.9,clear
2022-12-21,-2.1,5.2,0.4,89.8,1003.4,snow
2022-12-22,-6.8,,2.4,58.4,1000.6,clouds
2022-12-23,-11.2,,2.3,58.3,1004.1,clouds
2022-12-24,-11.5,,0.5,69,1011.9,clouds
2022-12-25,-9.4,,0.4,77.5,1014.9,clouds
2022-12-26,-8.1,,0.3,81.5,1017.7,clear
2022-12-27,-6.8,,0.4,80.1,1020.4,clouds
2022-12-28,-4.4,0.2,1,67.5,1021.2,snow
2022-12-29,-4.9,0.1,0.8,64.5,1023.6,snow
2022-12-30,-3.1,0.1,0.9,72.9,1022.7,snow
2022-12-31,-5.2,,0.3,81.9,1022,clouds
2022-01-01,-8.2,,0.7,61.6,1005.8,clear
2022-01-02,-3.1,,1.3,62.6,1000.4,clouds
2022-01-03,-3.9,,2,63.6,1000,clouds
2022-01-04,-3.9,,1,62.8,1002,clear
2022-01-05,-5.1,,0.6,68.5,1003.4,clouds
2022-01-06,-4.9,,0.6,68.4,1003.2,clear
2022-01-07,-5.5,,0.6,65,1004.5,clear
2022-01-08,-2.7,,1.8,69.4,999.1,clouds
2022-01-09,0.2,,0.7,74.9,997.5,clouds
2022-01-10,-1.3,0.2,1.3,73,995.5,snow
2022-01-11,-5.1,0.1,2.1,48,992.5,rain
2022-01-12,-8.1,,2.1,48.4,996,clouds
2022-01-13,-7.8,,2.1,44.3,994.5,clear
2022-01-14,-9.2,,0.8,60,1000.3,clear
2022-01-15,-4,0.1,1,62.5,998.1,snow
2022-01-16,-0.7,0.2,2.6,45.6,997.3,snow
2022-01-17,-6.7,,1.6,49.4,1000.6,clear
2022-01-18,-7.6,,1,54,1002.2,clear
2022-01-19,-6.9,1.5,0.8,78.3,999.2,snow
2022-01-20,-7.8,0.1,0.4,79,1003.7,rain
2022-01-21,-7,,0.6,70.4,1006.1,clear
2022-01-22,-5,,0.3,77.4,1002.3,clouds
2022-01-23,0.9,,1.4,72.9,998.3,clouds
2022-01-24,1.9,,1.7,67.9,999.2,clouds
2022-01-25,0.8,0.4,0.8,83.8,996.4,rain
2022-01-26,0.4,,1.4,67.4,998.6,clear
2022-01-27,-3.2,,0.7,65.6,999.2,clear
2022-01-28,-4.5,,1.2,59.1,998.4,clear
2022-01-29,-5.5,,1.3,54.1,996,clear
2022-01-30,-6.4,,0.7,58.5,996.8,clear
2022-01-31,-4.6,,1.2,56.9,998.5,clear
2022-02-01,-1.4,0.7,2.3,65.8,998.6,snow
2022-02-02,-2.7,,2.8,48.9,1001.4,clouds
2022-02-03,-5.1,,1.3,52.1,1000.5,clear
2022-02-04,-6.4,,2.1,45,997.9,clear
2022-02-05,-7.7,,2.3,43.9,998.7,clear
2022-02-06,-5.9,,1.6,47.3,1001,clear
2022-02-07,-5.1,,1,53,1002.7,clouds
2022-02-08,-4.2,,0.9,57.4,1002.3,clear
2022-02-09,-3.3,,0.6,53.9,1001.2,clouds
2022-02-10,-2.2,,0.6,54.5,998.3,clouds
2022-02-11,-1.4,,0.7,58.9,1001.4,clouds
2022-02-12,1.6,,0.8,57.5,1000.6,clouds
2022-02-13,1.4,,1.2,69.6,998.6,clouds
2022-02-14,1.4,1.1,1.7,75,994.7,snow
2022-02-15,-4,,3.5,49.1,994,clouds
2022-02-16,-7.7,,2.6,40.3,995.9,clear
2022-02-17,-7.8,,1.1,49.8,1002.3,clear
2022-02-18,-4.5,,0.8,47.6,1004.9,clouds
2022-02-19,-1.6,,1.7,45.5,996.9,clouds
2022-02-20,-5.3,,1.9,36.4,998.9,clear
2022-02-21,-5.4,0.9,1.4,60.6,1001.7,snow
2022-02-22,-5.4,,2.2,42.5,1004.5,clear
2022-02-23,-7.5,,1.4,45,1006.1,clear
2022-02-24,-4.5,,1.9,46.4,1004.4,clear
2022-02-25,0.9,,2.2,60.5,1001.1,clear
2022-02-26,4.7,6.8,3.5,68.3,991.5,rain
2022-02-27,3.4,,3.4,52.8,995,clear
2022-02-28,4,,1.5,63.8,996.2,clouds
2022-03-01,3.4,0.9,1.5,78.1,989.7,rain
2022-03-02,2.5,,2.6,56.6,991.5,clear
2022-03-03,4.1,,1.9,52.6,992.6,clear
2022-03-04,5.4,0.1,2.9,56.1,986.4,rain
2022-03-05,2.6,,3.1,29.5,988,clear
2022-03-06,0.1,,1.3,37.6,995.4,clear
2022-03-07,0.4,,1,45,995.8,clouds
2022-03-08,2.6,,1,58.5,994.6,clouds
2022-03-09,4.6,,0.6,59.6,997.4,clear
2022-03-10,6.7,,1.4,47,996.2,clouds
2022-03-11,7.2,,1.1,57.6,994.2,clouds
2022-03-12,9.4,1.7,1.4,66.4,991.9,rain
2022-03-13,7.9,24.7,2,90.1,988.5,rain
2022-03-14,7.8,5.8,2.3,79.4,987,rain
2022-03-15,8.3,,2,62.9,989.2,clouds
2022-03-16,8.9,,1,62.3,992.2,clouds
2022-03-17,7.7,,2.8,66.4,997.5,clouds
2022-03-18,4.4,,2.9,72.1,989.8,clouds
2022-03-19,2.3,5.1,2.7,80.3,986.3,snow
2022-03-20,2.8,0.4,0.9,77.6,993.8,snow
2022-03-21,3.6,,0.9,62.3,999,clouds
2022-03-22,4.3,,1.3,60,997.7,clouds
2022-03-23,4.5,,2,59.3,993,clouds
2022-03-24,6.1,0.4,1.4,72.9,995.8,rain
2022-03-25,9.7,7.3,1.1,73.1,992.9,rain
2022-03-26,10.9,23,1.2,85.1,978.2,rain
2022-03-27,6.9,,1.6,61,990.2,clear
2022-03-28,4.7,,1,48.6,1001.5,clear
2022-03-29,6.9,,1.2,53.5,1000.1,clear
2022-03-30,8,1.1,1.3,72.1,997.2,rain
2022-03-31,5.8,,2.6,75.4,1001.4,clouds
2022-04-01,5.9,,1.3,60.1,1004.5,clear
2022-04-02,6.3,,1.3,55.3,1002.2,clear
2022-04-03,7.6,,1,50.5,1003.1,clear
2022-04-04,9,,1.7,48.4,1002.5,clear
2022-04-05,10.1,,2.3,42.5,997.1,clouds
2022-04-06,11.3,,1.5,39.1,995.8,clouds
2022-04-07,12.5,,2.6,35.1,992,clouds
2022-04-08,11.6,,1.8,43.1,994.6,clear
2022-04-09,17.7,,2.5,39.9,990.9,clear
2022-04-10,16.6,,1.4,46.5,992.3,clear
2022-04-11,17.2,,1.4,53.4,989.5,clear
2022-04-12,17.5,0.3,2.1,64.5,987.3,rain
2022-04-13,9,11.8,3.1,64.1,994.8,rain
2022-04-14,9.2,,3.3,60.8,996.8,clouds
2022-04-15,8.5,0.1,1.9,66.8,994.8,rain
2022-04-16,10.7,,2,52.3,992.8,clear
2022-04-17,12.8,,1.5,38.9,993.3,clear
2022-04-18,14.1,,1.6,39.4,993.1,clouds
2022-04-19,13.4,,1.7,43.8,992.9,clear
2022-04-20,14.1,,1.8,44.4,991.4,clear
2022-04-21,15.3,,2.1,47.4,987.7,clouds
2022-04-22,15.4,,3,65,985.9,clouds
2022-04-23,15.7,,1.1,53.8,988.5,clouds
2022-04-24,16.8,,1.5,57.1,987.3,clouds
2022-04-25,19.2,,1,65,987.6,clouds
2022-04-26,21,1.7,1.7,61.5,979.1,rain
2022-04-27,15.6,,1.4,46.8,990.5,clear
2022-04-28,13.1,0.1,2.7,67,994.5,rain
2022-04-29,9,14.9,2.6,77.4,994.8,rain
2022-04-30,8.9,0.5,1.1,81.9,993.3,rain
2022-05-01,10.9,0.5,2.6,59.5,988.2,rain
2022-05-02,9.8,,1.3,67.3,990.2,clouds
2022-05-03,11.9,,1.8,56.1,994.4,clear
2022-05-04,16,,2,50.4,994.8,clear
2022-05-05,16.6,,1.1,53.9,994.7,clear
2022-05-06,18.1,,1.5,58.5,992.4,clouds
2022-05-07,15.5,0.1,2,64,993.4,rain
2022-05-08,11.7,1.7,1,66.4,996.6,rain
2022-05-09,14,,1.2,56.9,995.7,clouds
2022-05-10,14.6,,1.3,46.1,993.6,clouds
2022-05-11,17.3,,1.3,55.9,991,clouds
2022-05-12,16.6,,2,64.4,988.9,clouds
2022-05-13,13.3,,2.3,63.4,986.1,clouds
2022-05-14,12.9,,1.5,49.9,987.3,clouds
2022-05-15,13.2,,1.3,47.1,989.5,clear
2022-05-16,15,,1.6,48.4,987.5,clouds
2022-05-17,16.6,0.1,1.2,62.5,989.7,rain
2022-05-18,18.4,,2.4,56.6,992,clouds
2022-05-19,18.8,,1.8,51.9,992.7,clouds
2022-05-20,18,,1.3,56.1,989.8,clouds
2022-05-21,19.5,,1.9,61.1,985.2,clouds
2022-05-22,17.9,,1.4,73.3,984.5,clouds
2022-05-23,20.6,,1.3,68.5,988.5,clouds
2022-05-24,21.9,,1.3,59,990.1,clouds
2022-05-25,19.5,2.8,1.4,63.3,984.7,rain
2022-05-26,17.7,3.4,2.9,54,979.5,rain
2022-05-27,17.5,0.5,1.8,62.8,977,rain
2022-05-28,19.9,,1.7,60.6,981.9,clouds
2022-05-29,20.1,,1.1,58.4,982.3,clear
2022-05-30,18.2,,1.1,71,979.3,clouds
2022-05-31,18.8,,1.9,51.8,983.8,clouds
2022-06-01,19,,1.6,43.3,982.6,clouds
2022-06-02,19.9,,1.5,52.5,983.7,clear
2022-06-03,19.5,,2.1,69,988.1,clouds
2022-06-04,20.2,,1.7,68.9,988.1,clouds
2022-06-05,18.9,4.8,1.8,78.3,981.6,rain
2022-06-06,15.4,31.7,2.9,79.1,980.7,rain
2022-06-07,15,,2.3,70.5,986.5,clouds
2022-06-08,16.5,,1.5,67.4,989.2,clouds
2022-06-09,16.2,3.8,0.9,87.6,990.9,rain
2022-06-10,19.4,,0.9,77.4,991.1,clouds
2022-06-11,19.5,,2.1,73.3,991.2,clouds
2022-06-12,19.8,,1.5,71.1,990.2,clouds
2022-06-13,19.6,,2.3,66,988.7,clouds
2022-06-14,17.6,,3,67.5,988.4,clouds
2022-06-15,15.4,16.6,1,90.4,984.1,rain
2022-06-16,18.5,19.9,1.4,84.3,984.1,rain
2022-06-17,21,,1.4,77.6,984.9,clouds
2022-06-18,23,,1.1,77.1,984.4,clouds
2022-06-19,23.3,,1.3,77.8,984.5,clouds
2022-06-20,24.5,,1.2,71.9,981.8,clouds
2022-06-21,25.2,,1.1,67.4,981.1,clouds
2022-06-22,25.5,,1.1,72.1,984,clouds
2022-06-23,23.3,90,1.2,88,977.1,rain
2022-06-24,24.5,21.4,3.5,75.3,973.4,rain
2022-06-25,25.4,,2.5,70.1,981.2,clouds
2022-06-26,25.3,9.6,2,82,985.7,rain
2022-06-27,25.1,26.6,1.3,87.9,984.6,rain
2022-06-28,26.1,8.2,4.4,78,979.3,rain
2022-06-29,25.1,26.6,3.3,87,981.2,rain
2022-06-30,21.9,97.1,0.9,96.5,988.5,rain
2022-07-01,24.9,,0.9,83.5,991.6,clouds
2022-07-02,26.1,,0.8,78,990.4,clouds
2022-07-03,26.2,,0.9,75.1,986.2,clouds
2022-07-04,26,0.1,1.2,80.1,983.5,rain
2022-07-05,27.1,,1.3,75.6,983.3,clouds
2022-07-06,26.2,,1.4,78.3,986,clouds
2022-07-07,26.6,6.1,1.1,85.3,983.5,rain
2022-07-08,25.5,0.2,1.6,82.5,979.9,rain
2022-07-09,25.8,0.6,0.7,86.5,979.9,rain
2022-07-10,27.2,1.4,1.3,75.1,982.7,rain
2022-07-11,23.6,36.7,1.2,86.1,984.1,rain
2022-07-12,23.7,,1.3,77.9,986.5,clouds
2022-07-13,21.5,37.4,1,92.9,981.2,rain
2022-07-14,24.1,2.5,0.9,85.6,977,rain
2022-07-15,24.1,,1.6,79.3,976.7,clouds
2022-07-16,22.9,1.9,1,84.5,976.3,rain
2022-07-17,23.1,3.1,0.9,87.6,977.9,rain
2022-07-18,25,,0.9,80.1,977.2,clouds
2022-07-19,25.8,,1.5,75.8,979.3,clouds
2022-07-20,25,1.5,1.1,82.8,983.5,rain
2022-07-21,21.8,32.9,1.3,92,980.2,rain
2022-07-22,22.3,5.8,0.8,87,983.3,rain
2022-07-23,22.9,5.4,1.1,83.6,983.1,rain
2022-07-24,23.3,4.4,0.8,87.8,980.7,rain
2022-07-25,25.5,,1,78.8,985.9,clouds
2022-07-26,26.2,,1.2,75.4,987.6,clouds
2022-07-27,25.2,,1.5,73.8,988.4,clouds
2022-07-28,25.4,,1.6,77.1,989.8,clouds
